gender,age,marital_status,education,applicant_income,coapplicant_income,dependents,employment_type,area_type,loan_amount,loan_term_months,loan_purpose,electricity_bill_avg,electricity_payment_regularity,mobile_recharge_avg,mobile_recharge_frequency,utility_payment_consistency,govt_socioeconomic_category,credit_category,prior_repayment_record,loan_repaid
Male,31,Married,Primary,12994.206741241236,0.0,6,Salaried,Rural,366221.23162773805,60,Medical,291.2093696410064,0.5,293.0447480601826,5.1899110777685316,1.0,BPL,None,,1
Male,40,Married,Secondary,11751.88005590003,7013.374640688772,1,Self-employed,Semi-urban,110286.90180536604,48,Medical,837.672750315975,0.5,,2.5607885966928765,,APL,Good,0.35,0
Male,49,Married,Primary,25631.70823125519,0.0,4,Daily wage,Urban,281374.07352316787,48,Home repair,1465.2873191471936,0.8,,3.2735307010396415,,APL,None,,0
Male,40,Single,Secondary,6368.409326967265,0.0,2,Self-employed,Rural,104389.56064550804,36,Agriculture,,,178.35399162668648,3.945961308198913,1.0,APL,Good,0.95,0
Female,42,Married,Secondary,36178.84140251355,0.0,3,Salaried,Urban,610091.196893558,60,Marriage,1712.0499007142016,0.8,661.6422419559922,2.489639057000697,,,Moderate,0.62,0
Female,56,Married,Post-graduate,24745.125163073244,0.0,1,Farmer,Urban,713166.3887920897,60,Medical,902.4841343438248,0.8,469.5944157003631,1.3258037094482154,0.8,APL,Moderate,,0
Female,27,Married,No formal education,13303.734273137963,0.0,2,Farmer,Rural,231769.83992522192,24,Home repair,506.16705571527393,0.5,276.57952101266864,2.1821600943200425,0.5,,Moderate,0.95,0
Male,44,Single,Primary,15048.014509536002,0.0,0,Self-employed,Semi-urban,114946.3734003595,36,Marriage,350.8660843988878,1.0,299.04642109315694,3.646582349173625,1.0,APL,None,0.82,0
Male,51,Married,Primary,9030.676579004525,0.0,2,Self-employed,Rural,145749.1891931436,84,Business,279.84753400966804,0.8,187.13928339038674,3.9270065373429572,1.0,BPL,Good,0.95,0
Female,24,Married,Secondary,11188.47350537297,0.0,4,Daily wage,Semi-urban,253740.5817795069,120,Marriage,580.7284190264623,1.0,236.57912144517323,2.448061823807337,1.0,,None,,1
Male,63,Single,Secondary,23302.31202898721,14702.39240261043,5,Salaried,Rural,208550.41450353697,48,Medical,,1.0,,3.262128951140601,1.0,BPL,Moderate,0.95,1
Male,33,Divorced,Secondary,29004.3462696396,21787.266534966235,2,Farmer,Semi-urban,611611.5969568172,60,Business,1585.5723667499024,1.0,,1.6958259755036376,0.8,APL,Good,,0
Male,44,Divorced,Graduate,58843.73205281214,18438.504624202968,4,Self-employed,Semi-urban,1085006.1077927533,84,Home repair,,,,3.2276307214303155,,APL,Good,,0
Male,45,Married,Secondary,18215.347174114722,0.0,2,Daily wage,Semi-urban,196734.9584216648,84,Medical,611.1425644455089,0.5,,1.486729594090843,1.0,APL,Good,,0
Male,28,Single,Secondary,20392.04660419102,0.0,3,Self-employed,Semi-urban,591785.3093175621,24,Marriage,1138.0240568475235,0.8,397.74627034847344,,,APL,None,0.82,0
Female,24,Single,Graduate,5578.221147376149,0.0,2,Daily wage,Rural,76335.56843572648,120,Agriculture,456.57616821670996,1.0,,7.64449858959576,,BPL,None,0.95,0
Male,42,Married,Secondary,14876.95886691572,11045.239643221023,2,Self-employed,Semi-urban,371573.99772377894,60,Agriculture,496.1669189703159,0.2,291.3455998887352,5.041830222223357,0.5,BPL,None,,0
Male,30,Married,Secondary,45301.44791754572,15599.93891552386,2,Self-employed,Urban,1187199.1758612588,36,Education,2240.007714600128,1.0,851.1819882173114,,1.0,APL,None,0.95,0
Female,49,Single,Post-graduate,40237.89369611384,23924.49241263234,2,Self-employed,Urban,447671.822629882,84,Home repair,1751.9994979685368,1.0,827.6393308004032,2.9166188292617097,0.8,APL,None,0.82,0
Male,45,Married,Post-graduate,10654.445109098719,0.0,1,Self-employed,Rural,318132.7595876164,84,Agriculture,413.0192665772481,,201.6216864026399,6.125376467682166,1.0,BPL,None,0.62,0
Male,45,Married,Primary,3222.037292570934,0.0,0,Daily wage,Rural,56615.596378914925,60,Business,50.0,0.2,114.29034754929037,3.751769806342402,1.0,APL,Good,0.95,0
Male,46,Married,No formal education,11495.234191230282,0.0,3,Daily wage,Semi-urban,69696.53037203108,12,Home repair,407.4388977843623,1.0,169.57224090675118,1.4381216533250347,0.5,,Good,0.62,1
Male,48,Married,Graduate,33911.12524562286,0.0,4,Daily wage,Urban,457210.2506688507,48,Business,241.88896457704203,1.0,679.2732723858087,5.417439793059756,0.8,BPL,None,0.95,0
Female,18,Married,No formal education,42545.60570668525,0.0,3,Self-employed,Semi-urban,1005165.1368901307,84,Business,493.04142892732017,1.0,779.1791648093791,3.6098913481408657,0.2,BPL,Good,,0
Other,25,Married,Secondary,13522.26358308935,4233.880530135591,4,Farmer,Rural,338222.77927183005,48,Agriculture,545.8465517138434,0.8,283.7845676154458,6.460419742866073,1.0,BPL,None,0.95,0
Male,41,Married,No formal education,9468.035604934985,0.0,2,Daily wage,Semi-urban,97802.11942359652,12,Medical,,0.5,105.18854260067604,4.874228279887703,1.0,BPL,Strong,0.35,0
Male,30,Widowed,Secondary,3000.0,1781.9534797944746,3,Self-employed,Rural,89815.32199406494,24,Home repair,489.00191379438036,,50.0,1.8754548976977092,1.0,APL,None,0.95,0
Female,34,Married,Secondary,11174.859750407559,4526.933489586761,2,Farmer,Semi-urban,276364.12071057106,48,Agriculture,684.2324217183758,1.0,191.4652195463598,2.3518169573794956,,APL,Moderate,0.95,0
Female,47,Married,Secondary,10263.016660644234,0.0,4,Farmer,Semi-urban,218265.53049641082,36,Business,402.5094890301237,1.0,231.60701276324824,3.0531572799137896,,APL,Good,,0
Male,20,Single,Graduate,6132.1660052781845,0.0,0,Daily wage,Rural,130032.69768796525,84,Marriage,198.67478594051272,,72.91443483319745,1.1664302800329516,0.5,,Moderate,0.82,0
Male,39,Married,Primary,47223.46088867409,0.0,2,Self-employed,Urban,455288.0597777067,84,Business,2406.188693476203,0.8,975.4749111230916,3.4223361078933214,0.5,APL,Good,0.82,0
Female,53,Married,No formal education,7158.962951604797,0.0,2,Farmer,Rural,154917.54889943966,36,Education,264.8987168088441,0.2,195.0755019488434,3.8655949754021757,1.0,BPL,None,0.95,0
Female,32,Single,Graduate,3000.0,1878.7175184893294,1,Farmer,Rural,53681.73311684591,36,Education,374.17517031811803,0.2,,7.608146950718133,,BPL,None,0.95,0
Male,42,Married,Secondary,29230.16465896308,17003.60818734822,3,Salaried,Semi-urban,435326.4360286875,48,Medical,,0.8,565.756776580398,2.7697408245628776,1.0,,None,0.95,0
Male,48,Married,Secondary,5931.141241320838,0.0,4,Daily wage,Urban,143662.5827442493,84,Business,514.8841176613747,1.0,85.37591177434165,2.5016976631649515,,APL,Good,0.82,0
Male,31,Married,Graduate,34320.00908848192,20522.64483104959,5,Farmer,Semi-urban,951601.5734895695,12,Home repair,1914.7555915347266,1.0,,1.8771482217700803,0.8,,Moderate,0.95,0
Male,65,Married,Primary,9905.924119530608,7660.029797633651,4,Daily wage,Rural,267680.2248159565,36,Education,234.62164623112378,0.2,150.39740041787056,7.79703486648554,,BPL,Good,0.95,0
Male,40,Married,Primary,45928.20659482508,0.0,3,Self-employed,Urban,556539.6296292804,120,Marriage,2262.607677641183,1.0,870.4069882312261,1.9272407243841139,1.0,,None,0.95,0
Male,27,Single,No formal education,28393.2728805898,0.0,4,Daily wage,Urban,476923.8478181144,24,Medical,1385.032429046061,0.5,589.6098146443559,1.1119760168483075,,APL,None,,0
Male,48,Single,Secondary,44446.42628207719,0.0,5,Farmer,Urban,634191.7441744374,24,Medical,1873.4989173723104,,904.3380537384,3.269419311138467,1.0,APL,Moderate,0.82,0
Male,36,Single,Secondary,46485.953539920454,0.0,4,Salaried,Urban,1226350.2714352913,48,Marriage,2728.439982142693,1.0,906.8947526465506,1.4544436537508494,1.0,APL,None,,0
Male,43,Married,No formal education,6903.522820995689,0.0,2,Farmer,Rural,144784.42483717893,120,Marriage,316.17651154615925,1.0,59.360273740941295,1.6265467400451878,,,None,0.62,0
Male,52,Married,Graduate,10885.128414907216,8550.408072766242,3,Self-employed,Rural,81902.43312405849,24,Home repair,,,192.41154488495448,,0.5,BPL,Moderate,,0
Female,41,Married,Primary,6817.647804045287,3327.2538395292713,2,Daily wage,Rural,119788.7396734023,120,Education,497.9832143666079,0.2,214.49161180311702,,0.5,BPL,Good,0.62,0
Male,33,Married,Secondary,10117.400899933058,6348.813347912175,3,Salaried,Rural,262711.1927678531,120,Agriculture,,,246.63627777973542,6.705033917992129,0.5,BPL,Good,0.62,0
Male,20,Married,Secondary,75388.93267301984,48340.96721192293,3,Farmer,Urban,1000971.0398995102,60,Business,3685.5171230934952,0.8,1503.9254994980004,3.622222107274271,1.0,,None,,1
Male,49,Widowed,No formal education,12917.36317981224,0.0,6,Self-employed,Urban,252165.20303465595,24,Medical,650.9850756812053,0.5,246.76654620602397,,1.0,,Weak,,0
Male,32,Married,Secondary,14824.347009226169,7447.973024400188,1,Farmer,Rural,392014.044383315,120,Agriculture,548.0557077630581,,240.85310589630856,7.565696490179319,,BPL,Strong,,0
Male,34,Single,Graduate,4229.481161453123,1407.772457636546,0,Daily wage,Urban,72510.81622638645,84,Medical,249.0576764493579,0.2,50.0,4.60589407913785,0.8,BPL,None,,1
Female,44,Single,Primary,32370.73137321134,0.0,3,Self-employed,Urban,755372.0604517256,84,Medical,,,618.5502509271773,,,APL,None,,0
Female,25,Married,Graduate,9136.345050622236,0.0,2,Farmer,Semi-urban,215801.16911040898,48,Business,,,154.31532219511053,3.791892949220413,1.0,BPL,None,0.62,0
Male,56,Single,Secondary,25186.47503678912,12083.541155734252,4,Self-employed,Urban,297396.09605722124,36,Home repair,,0.8,545.6381873361184,3.60209511860355,1.0,BPL,Moderate,,0
Female,24,Divorced,Post-graduate,60958.67815677885,0.0,1,Farmer,Urban,1128134.6826305473,84,Marriage,3020.3632975206083,1.0,1311.2388554141191,1.4907967127379829,1.0,APL,Good,0.95,0
Male,48,Married,Graduate,7286.677024919231,5002.633146946614,2,Daily wage,Semi-urban,38454.137712584474,24,Business,586.4916963722287,0.8,,4.583430101336662,1.0,BPL,Moderate,0.82,1
Female,58,Married,No formal education,8099.167194611315,0.0,2,Farmer,Semi-urban,119678.44750823006,12,Home repair,160.02643033174778,,167.30887006123524,3.714947933282269,1.0,,Weak,0.62,0
Male,55,Married,Graduate,67443.0321628001,0.0,1,Salaried,Semi-urban,681843.021317215,120,Agriculture,3400.2179182280984,1.0,1308.9318960216615,1.307548880943369,0.8,APL,None,0.95,0
Female,46,Married,Graduate,14631.630555886091,7323.386551103917,2,Self-employed,Semi-urban,210332.08636501423,12,Agriculture,567.5209818392857,0.5,285.9765226257428,3.9271997588428054,0.8,,Moderate,0.62,0
Male,18,Married,Primary,45896.69001947743,22037.961713007222,2,Farmer,Urban,618289.1719539629,12,Home repair,2846.5741387379912,1.0,946.3064379343878,2.9751514925825804,1.0,APL,None,0.62,0
Male,35,Married,Post-graduate,5914.40224748318,0.0,2,Self-employed,Semi-urban,177233.99584876143,84,Marriage,233.16868398860495,0.5,156.2930820659378,6.60111367228698,0.2,BPL,Weak,,0
Male,27,Married,Post-graduate,24384.265439064056,0.0,4,Salaried,Rural,506721.7494335516,60,Home repair,509.606446468628,1.0,423.613284630422,7.389865494628584,1.0,BPL,None,0.95,0
Male,26,Married,Secondary,4139.094069887326,0.0,2,Self-employed,Rural,62714.320717989314,48,Business,,0.8,50.0,,1.0,BPL,None,,0
Female,54,Divorced,Secondary,12120.598970695515,0.0,3,Self-employed,Rural,187659.65946155507,36,Agriculture,913.5863201919334,1.0,120.79643704127105,2.956702377833516,,APL,Moderate,,0
Female,35,Married,No formal education,7157.669071567084,5036.503265088353,0,Daily wage,Semi-urban,45545.697731828135,36,Education,536.1115072534126,1.0,154.25316208462803,1.9647025790558597,1.0,APL,None,0.95,0
Male,36,Divorced,Secondary,3000.0,0.0,5,Self-employed,Rural,70732.286983656,60,Education,325.63889778459867,1.0,75.79310267248128,5.360324041023398,0.8,BPL,Moderate,,0
Male,38,Single,Secondary,17786.007043682665,0.0,2,Self-employed,Semi-urban,397184.83149005356,24,Agriculture,1200.2715991445727,1.0,296.3698235695199,2.7924250580781056,0.5,APL,Good,0.95,0
Male,41,Single,Primary,6030.019687850892,4368.135577379273,1,Daily wage,Rural,47260.25681279955,84,Business,168.01355810592884,1.0,146.69438824671226,2.268453543812038,0.8,APL,None,0.95,0
Female,26,Single,Post-graduate,7553.758741652391,4353.016226706512,3,Self-employed,Semi-urban,57555.15456101691,48,Marriage,303.80953716296534,0.5,190.19610425925237,3.6521094520661643,,APL,Good,0.82,0
Female,36,Married,Graduate,20535.952321800367,0.0,1,Salaried,Rural,137049.0911355644,84,Marriage,205.60558414905154,0.2,311.14815251716175,5.933190200570717,0.5,BPL,Moderate,0.95,1
Female,21,Married,Secondary,7117.756738214077,4368.473857807398,1,Salaried,Rural,149647.3559620329,36,Business,,1.0,96.84947524633249,5.145834470986592,1.0,BPL,Good,0.95,0
Male,35,Single,No formal education,33066.446050862854,0.0,5,Self-employed,Urban,722391.3816989101,24,Education,1763.4636504784462,1.0,,1.7378625424062806,1.0,APL,Moderate,,0
Female,42,Married,Graduate,32561.90874976563,16448.987031608056,1,Salaried,Rural,580849.1414495097,120,Agriculture,422.7218662861029,1.0,620.8257365009383,3.887769142352469,,BPL,None,0.82,0
Female,23,Married,No formal education,10300.400586659473,0.0,3,Self-employed,Rural,202388.03150281447,60,Home repair,,0.8,173.5480049104957,3.85725427410011,1.0,BPL,Moderate,0.95,0
Male,32,Married,Secondary,28443.37199148279,0.0,0,Self-employed,Semi-urban,523548.6491057214,120,Business,1601.8434071822676,1.0,630.5008147287344,2.9318254240136192,1.0,,Moderate,,0
Male,24,Married,No formal education,17607.90275698912,13709.283730322397,3,Self-employed,Rural,493220.4488089452,60,Agriculture,222.39686424098613,0.5,,3.7562078809718784,1.0,BPL,None,,0
Male,48,Married,Secondary,107761.18984598879,0.0,5,Salaried,Urban,2000000.0,120,Medical,5639.585410489849,1.0,,2.8391450459748864,0.8,APL,None,,0
Male,33,Single,No formal education,10691.79583503813,0.0,5,Self-employed,Semi-urban,104184.0409019524,84,Medical,,0.2,229.0154103946802,3.9995876832789636,1.0,APL,Strong,,0
Male,35,Married,Primary,4538.72813831329,2834.933922822212,5,Farmer,Semi-urban,94081.6927667124,60,Agriculture,,0.5,198.13350630136762,7.097909108090887,0.5,BPL,Weak,0.62,0
Male,37,Single,Graduate,12534.48073698911,9508.067746135006,0,Daily wage,Semi-urban,313728.5423078463,24,Home repair,890.9361336300777,1.0,,3.5717896516468697,,,Good,,0
Male,22,Single,Primary,16659.83155147793,6817.807590410985,3,Daily wage,Urban,441222.60628542176,120,Education,891.9053228202882,0.2,287.4117991403508,3.9475145854651563,0.5,APL,Moderate,0.62,0
Male,35,Married,No formal education,33160.04527276251,25151.714582727534,5,Self-employed,Semi-urban,320478.2779547591,12,Marriage,211.99872741129826,1.0,595.0964843578363,3.5120633355472357,1.0,BPL,None,0.95,0
Female,41,Married,Graduate,47434.09733944415,29919.394070707705,0,Salaried,Semi-urban,954413.5436697067,120,Education,2332.9339115341727,1.0,972.8954658953179,,,APL,None,0.95,0
Female,43,Married,Post-graduate,79314.72825093524,50084.734669125086,5,Self-employed,Urban,1084513.2982149478,24,Agriculture,4120.226440496131,1.0,,1.0261211568755382,0.8,,None,0.95,1
Female,40,Married,Graduate,39975.72063521026,19443.17990282092,3,Salaried,Rural,929420.5477271283,48,Medical,1716.6296539858529,1.0,,3.9501882027974142,0.8,APL,Weak,,0
Male,45,Married,Secondary,18752.81215034886,0.0,2,Self-employed,Semi-urban,101431.05344473202,36,Business,320.4750938859052,0.2,350.9974210313156,5.909525861477789,0.8,BPL,Moderate,0.95,1
Other,20,Single,Secondary,45165.126191400566,26387.175413587272,3,Self-employed,Urban,278990.6537390172,84,Education,2111.422942298488,,,,0.8,,None,0.95,1
Male,43,Married,No formal education,12762.12064612657,0.0,5,Daily wage,Urban,253493.91181623327,60,Marriage,704.5282666520686,0.5,231.84407153673652,2.74235799305926,0.8,,None,0.95,0
Male,41,Single,Graduate,14214.21075078257,0.0,1,Self-employed,Rural,213939.6773829605,12,Business,392.18764496341527,1.0,302.97947119447866,,1.0,BPL,Strong,0.95,0
Male,50,Married,Secondary,13052.794913620233,4568.126154159326,4,Salaried,Rural,112966.79491429351,60,Agriculture,596.785167875132,,,1.821781023729915,1.0,APL,None,0.62,0
Female,52,Married,Primary,62794.390184906355,0.0,2,Salaried,Semi-urban,721417.8344470174,84,Medical,589.6775465161357,1.0,1291.6944092516512,3.470480858641655,1.0,BPL,Good,,0
Female,32,Married,Secondary,18680.27003741902,7187.351155564769,1,Farmer,Rural,123307.39942374073,36,Education,918.7689662249402,1.0,,,,,Strong,,0
Female,33,Married,Graduate,9965.505798428583,7340.803579295316,7,Self-employed,Rural,134173.43778312832,120,Medical,217.01630561737016,0.5,261.18150736195275,7.987437437031344,1.0,BPL,Weak,,0
Female,27,Married,No formal education,11428.147913748773,3976.921896127474,2,Daily wage,Semi-urban,123989.50422098304,120,Home repair,410.95938475989806,1.0,365.2464599618884,1.0227622687111104,0.5,APL,Good,,0
Male,47,Married,Primary,10241.152093203393,5570.199964822289,1,Daily wage,Semi-urban,215796.18404112736,48,Marriage,621.9174042593194,0.5,244.0362745126808,,1.0,,Good,0.62,0
Male,40,Married,Graduate,3675.740063842191,0.0,4,Daily wage,Semi-urban,69348.39366739333,24,Marriage,50.0,,99.07494883260495,1.1689504856888249,,APL,Strong,0.82,0
Male,34,Married,Secondary,24621.35056556112,0.0,2,Salaried,Semi-urban,176157.86553003386,120,Medical,,1.0,488.7541205228004,2.573397371345181,1.0,,None,0.62,1
Female,25,Single,Primary,14937.19329855417,7436.3963171182495,1,Salaried,Rural,233123.97768771258,36,Medical,446.73422082808463,,239.19190159689654,3.517738320197757,,BPL,Weak,0.62,0
Male,31,Married,Secondary,30555.281199194666,0.0,3,Farmer,Urban,360364.7309996478,24,Home repair,,,538.4552606110273,3.2752055585805175,1.0,,Good,0.95,0
Other,69,Married,Graduate,9763.338642207105,0.0,2,Salaried,Rural,92343.01519747757,120,Medical,266.39819898810856,0.5,,3.4541294965202933,1.0,APL,None,0.82,0
Male,38,Widowed,No formal education,19802.238767275947,0.0,1,Self-employed,Rural,474260.0326521738,48,Marriage,1039.477384588548,1.0,480.33489187894725,1.7842834605417042,,,Strong,0.62,0
Female,24,Widowed,No formal education,20540.915119972964,8808.047145698734,3,Farmer,Urban,610748.5716415968,84,Medical,1156.6903015379294,1.0,459.0458810548168,3.1397481930916147,1.0,,Strong,0.95,0
Male,38,Single,Graduate,36071.50932256598,13490.107723276547,0,Salaried,Rural,301604.35784585256,120,Education,244.28777030514436,1.0,713.7057675749535,4.887932408076164,,BPL,Good,0.82,0
Female,26,Married,No formal education,22773.06224501069,0.0,6,Salaried,Rural,266272.34623026644,12,Business,320.5373732037282,1.0,500.7153715386467,,1.0,BPL,Moderate,,0
Female,31,Married,Secondary,8418.004902317065,6254.893424609591,1,Farmer,Rural,239244.28000432567,60,Business,268.08039679732667,1.0,198.40165454115717,5.914939568819031,1.0,BPL,None,0.95,0
Male,31,Single,Graduate,11316.626299030153,0.0,4,Daily wage,Urban,262137.05093222458,60,Agriculture,673.5870324019668,0.5,270.4015071693122,1.875039688900305,1.0,,Weak,,0
Male,27,Single,No formal education,3000.0,925.907408865413,5,Daily wage,Rural,56857.85728519761,24,Agriculture,50.0,1.0,86.22755405908423,3.7572310213608713,0.5,APL,Good,0.82,0
Female,36,Married,Graduate,12758.73732267884,0.0,4,Daily wage,Urban,73086.70421349266,48,Agriculture,772.7012186394453,1.0,284.71129241800577,3.8944436822285473,,APL,Weak,,1
Male,40,Married,Secondary,21902.91366212102,10745.59733723083,1,Self-employed,Semi-urban,565872.1986897766,84,Education,1278.446816940263,0.8,451.58217808111004,2.456913150876805,,,None,0.95,0
Male,39,Divorced,Graduate,5432.142774190704,0.0,1,Farmer,Rural,57779.00160538895,84,Agriculture,461.31977599926324,1.0,157.30570204930865,7.15985884526879,1.0,BPL,None,,0
Female,40,Divorced,Graduate,21918.25356426777,13135.511926941423,3,Salaried,Semi-urban,317700.8008269435,24,Agriculture,379.9418218694314,,461.0547509884183,,0.8,BPL,None,0.95,0
Female,31,Married,No formal education,8237.808269673664,0.0,2,Self-employed,Semi-urban,189851.8622710491,24,Marriage,526.9909743376775,0.5,202.86441387019408,3.9014555904994754,1.0,APL,None,0.95,0
Male,24,Single,No formal education,53247.01172260173,27730.453532476826,1,Farmer,Urban,1238504.7055108876,84,Marriage,,1.0,,2.029199553984393,1.0,APL,None,0.95,0
Female,60,Married,Secondary,10667.459175156244,4355.262864788181,3,Salaried,Rural,210604.5762505211,24,Education,459.4401267515044,0.5,,7.5136470797565345,1.0,BPL,None,0.95,0
Male,28,Married,Secondary,22267.35249808215,14992.333817690636,3,Farmer,Urban,654484.5005295001,36,Medical,1101.2297528889583,1.0,478.59382315239657,3.668245644688324,1.0,,None,0.95,0
Female,31,Married,Primary,18213.591269243396,0.0,0,Self-employed,Urban,96102.4111393486,60,Business,906.2352200494757,0.5,348.592831540272,2.3658468343082526,1.0,APL,None,,1
Female,46,Single,Graduate,12560.013487321577,0.0,2,Self-employed,Rural,174226.1076237763,48,Education,586.7657328390958,1.0,305.6855497390512,6.001382157927161,1.0,BPL,Moderate,0.35,0
Male,25,Married,Post-graduate,5891.344064484181,0.0,4,Self-employed,Urban,112562.4232263383,36,Education,360.8770986673011,1.0,131.4098045983624,,1.0,BPL,None,0.95,0
Female,62,Married,No formal education,26822.098966801823,0.0,2,Farmer,Urban,330695.14239543455,84,Education,393.3835260044936,0.8,572.5265438182937,4.386280681136354,0.5,BPL,None,0.95,1
Male,33,Married,Graduate,4187.002909430618,0.0,3,Daily wage,Semi-urban,82828.14533308383,120,Business,51.54621248420375,1.0,67.83880320725137,1.3532061470043926,0.5,,None,0.95,0
Male,23,Married,Secondary,15895.48065790486,9113.420246142323,6,Daily wage,Urban,438390.76326920406,24,Agriculture,1316.9371346096473,1.0,246.38042691840536,2.588732066773672,1.0,,Good,,0
Female,44,Single,Secondary,3000.0,0.0,4,Daily wage,Semi-urban,53352.31271678499,84,Agriculture,278.6366058368125,1.0,74.19079963563753,1.7527597364750327,1.0,,Good,,0
Male,40,Single,Secondary,136454.59900120276,0.0,5,Salaried,Urban,884035.6472245466,36,Education,7152.965405069397,1.0,2657.6597307331895,1.337614018637417,,APL,Good,0.82,1
Female,54,Married,No formal education,25370.57839929985,0.0,5,Self-employed,Semi-urban,260921.7971419916,48,Marriage,1023.2836838729661,1.0,506.94632236499604,3.6227216106766966,1.0,APL,None,,0
Female,45,Single,Secondary,4560.051475423057,1770.2891597129114,4,Salaried,Rural,70169.53043732524,60,Medical,333.5749911145459,0.5,208.27577863663905,1.9123938207409932,0.8,APL,Weak,,0
Female,32,Married,Secondary,6568.500037629096,2807.5224047864563,5,Daily wage,Rural,193045.1412614254,24,Medical,,1.0,109.44014643957844,3.128552728073182,1.0,APL,None,0.95,0
Female,27,Married,Primary,11664.556247967226,0.0,4,Salaried,Rural,282173.2038845971,120,Education,530.3938947193116,,268.1000792324479,7.664886302846647,1.0,BPL,Good,,0
Female,46,Married,Secondary,6533.298488434335,2423.8888516406437,1,Salaried,Semi-urban,94269.1713509065,36,Agriculture,,0.5,130.5767284563425,5.125363629642992,1.0,BPL,None,0.95,0
Female,28,Married,No formal education,18520.796592305207,0.0,1,Self-employed,Urban,110312.12452981237,36,Medical,,,422.97154666443794,1.6170177066938958,1.0,,None,,0
Female,39,Married,Secondary,14630.634921930256,0.0,1,Daily wage,Semi-urban,168979.70889630358,12,Medical,800.780325589544,0.5,246.21801067336202,1.7459545997280892,,,Good,0.82,0
Female,33,Married,No formal education,64408.04052641302,50018.65398434895,4,Farmer,Urban,887127.6889249486,24,Business,342.2009908048461,0.8,1275.353026787168,3.279356194954544,1.0,BPL,None,0.95,0
Female,44,Married,No formal education,7792.463245530713,0.0,1,Farmer,Rural,97882.39593762545,120,Business,369.987702286674,0.5,175.06731267598687,3.160775636279333,,BPL,None,0.82,0
Male,37,Widowed,Graduate,26861.610442229095,0.0,4,Self-employed,Rural,385658.91019798815,60,Agriculture,1542.5494456349793,1.0,522.4834023631224,3.2206873125937485,1.0,APL,Moderate,,0
Male,32,Divorced,Primary,9927.105815611123,3180.919904144699,2,Self-employed,Rural,182677.92346404458,12,Marriage,471.8274521117742,1.0,214.3018140408405,3.800723646721483,0.8,BPL,Moderate,0.95,0
Female,27,Married,No formal education,37193.319476506695,0.0,10,Self-employed,Semi-urban,295866.75524590036,120,Home repair,1917.1536690848789,1.0,716.858860057394,1.2091983779103295,0.8,APL,Moderate,0.95,1
Male,45,Single,Secondary,8769.211374027616,4381.468646714333,4,Daily wage,Semi-urban,258412.17919632987,36,Marriage,228.5690504755786,1.0,132.8938982812336,7.245389686252861,1.0,BPL,Good,0.95,0
Male,48,Single,Primary,4675.7506511365655,0.0,2,Daily wage,Rural,139824.9260277387,60,Education,217.3386423551036,0.5,103.13586827933214,4.854938265216682,0.2,BPL,None,,0
Male,38,Married,Primary,36703.745122993176,0.0,1,Self-employed,Urban,732903.4335281628,60,Agriculture,1865.297911719161,0.5,689.5046401342529,3.658962286936536,1.0,APL,None,0.95,0
Male,18,Married,Graduate,11285.517072730116,0.0,0,Salaried,Rural,277883.0365345399,84,Agriculture,510.0944860251872,1.0,197.61435823622256,1.4039177350177845,,APL,None,0.62,0
Male,49,Single,Primary,21762.537216313205,8164.613741254857,3,Salaried,Urban,325501.33871930296,120,Medical,334.25369798713183,0.5,492.5643531004799,7.637180646906719,1.0,BPL,Weak,0.95,0
Male,32,Divorced,No formal education,13525.861519290567,9382.811006924709,2,Farmer,Semi-urban,310926.0805433661,120,Home repair,531.7032622485032,0.5,318.44620216264804,2.9589279932285795,1.0,APL,None,,0
Male,41,Married,Secondary,29143.26349079203,0.0,5,Farmer,Urban,247372.50252617663,36,Home repair,1626.7656691857576,0.5,500.2930899695946,1.2956320406028472,1.0,APL,None,0.95,0
Male,41,Divorced,Secondary,13781.785206848665,0.0,5,Salaried,Urban,172747.7532963297,24,Education,331.453984093432,0.5,387.030118816556,1.8402971724289583,0.8,,None,,0
Male,26,Single,No formal education,27513.368864813852,0.0,2,Daily wage,Urban,702342.530073844,84,Home repair,1030.5120513568045,1.0,655.2300198515761,3.3631110646390336,0.8,,Moderate,,0
Female,45,Married,Primary,26368.48323303656,17571.871437656384,2,Farmer,Rural,716733.7998504706,12,Business,242.23507921763564,1.0,502.00180193892254,6.0181313462850134,,BPL,Strong,0.95,0
Male,44,Married,Secondary,13415.30820936729,0.0,6,Salaried,Rural,340199.1747822079,36,Home repair,536.3685418810662,1.0,314.8481919683665,7.060918728460509,,BPL,Good,0.62,0
Male,18,Married,Graduate,4444.140297950995,1719.4627685178748,0,Salaried,Rural,89578.65521353392,120,Marriage,336.6398986683355,1.0,61.97719549350908,2.8681788828177774,,APL,Good,0.95,0
Male,40,Married,Primary,27279.672762652255,8834.500488981863,2,Self-employed,Urban,519094.8416996623,48,Agriculture,1383.4920461499325,0.8,,1.7576857533555597,1.0,APL,None,0.62,0
Male,42,Married,Graduate,16595.802871648924,0.0,3,Farmer,Rural,356688.050259847,120,Business,841.9858678621578,1.0,,,,,Good,0.95,0
Male,40,Married,No formal education,36513.78017771446,14593.196946105094,3,Salaried,Urban,465044.797617489,36,Business,1579.379916196886,1.0,762.288015678216,3.6813792291031504,0.5,,None,0.95,0
